Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;OrdenEntidad;Entidad Centralizada;ID del Proceso;Referencia del Proceso;PCI;ID del Portafolio;Nombre del Procedimiento;Descripción del Procedimiento;Fase;Fecha de Publicacion del Proceso;Fecha de Ultima Publicación;Fecha de Publicacion (Fase Planeacion Precalificacion);Fecha de Publicacion (Fase Seleccion Precalificacion);Fecha de Publicacion (Manifestacion de Interes);Fecha de Publicacion (Fase Borrador);Fecha de Publicacion (Fase Seleccion);Precio Base;Modalidad de Contratacion;Justificación Modalidad de Contratación;Duracion;Unidad de Duracion;Fecha de Recepcion de Respuestas;Fecha de Apertura de Respuesta;Fecha de Apertura Efectiva;Ciudad de la Unidad de Contratación;Nombre de la Unidad de Contratación;Proveedores Invitados;Proveedores con Invitacion Directa;Visualizaciones del Procedimiento;Proveedores que Manifestaron Interes;Respuestas al Procedimiento;Respuestas Externas;Conteo de Respuestas a Ofertas;Proveedores Unicos con Respuestas;Numero de Lotes;Estado del Procedimiento;ID Estado del Procedimiento;Adjudicado;ID Adjudicacion;CodigoProveedor;Departamento Proveedor;Ciudad Proveedor;Fecha Adjudicacion;Valor Total Adjudicacion;Nombre del Adjudicador;Nombre del Proveedor Adjudicado;NIT del Proveedor Adjudicado;Codigo Principal de Categoria;Estado de Apertura del Proceso;Tipo de Contrato;Subtipo de Contrato;Categorias Adicionales;URLProceso;Codigo Entidad;Estado Resumen
MUNICIPIO CANDELARIA;891380038;Valle del Cauca;Candelaria;Territorial;Centralizada;CO1.REQ.4752101;MDC-SMA-CDCO-002-2023;701400236;CO1.BDOS.4638454;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE CANDELARIA Y FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO PARA LA REALIZACION DE ACTIVIDADES INTEGRALES DE INTERVENCION A LA VEGETACI;CONVENIO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE CANDELARIA Y FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO PARA LA REALIZACION DE ACTIVIDADES INTEGRALES DE INTERVENCION A LA VEGETACION, ORIENTADAS A LA PODA PREVENTIVA O CORRECTIVA DEL ARBOLADO URBANO Y RURAL DESTINADO A REDUCIR O MITIGAR ESCENARIOS DE RIESGO EN EL MUNICIPIO DE CANDELARIA VALLE.;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;297,396,924;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);06/28/2023;;06/28/2023;Candelaria;SECRETARIA DE DESARROLLO RURAL Y SOSTENIBILIDAD AMBIENTAL;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1655725;710427048;Valle del Cauca;Cali;06/28/2023;297,396,924;NILSON ANTONIO JORDAN SALAMANCA;FONPACIFICO;901039684;V1.70111503;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4654181;701,400,236;Adjudicado
PERSONERIA MUNICIPAL DE CARTAGO;8919004932;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.7207538;CI-002 DE 2024;720064302;CO1.BDOS.7072580;ARCHIVO;AUNAR ESFUERZOS, TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE LA PERSONERIA Y FONPACIFICO PARA LA ELABORACIÓN DE INSTRUMENTOS ARCHIVISTICOS EN LA PERSONERIA MUNICIPAL DE CARTAGO EN CUMPLIMIENTO A LA LEY 594 DE 2000, Y SUS REGLAMENTARIOS;Presentación de oferta;11/21/2024;11/21/2024;;;;;11/21/2024;200,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);30;día(s);;;11/21/2024;Cartago;CONTRATACIÓN PERSONERÍA;282;1;4;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2095257;710427048;Valle del Cauca;Cali;11/21/2024;200,000,000;PERSONERIA MUNICIPAL DE CARTAGO;FONPACIFICO;901039684;V1.80161504;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7087330;720,064,302;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.4742621;12-247-2023;704960004;CO1.BDOS.4637111;CONTRATO INTERADMINISTRATIVO CAMPAÑAS;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON LA ALCALDÍA MUNICIPAL DE CARTAGO PARA APOYAR A LA SECRETARÍA DE MOVILIDAD Y TRANSPORTE DE CARTAGO EN EL DESARROLLO DE TREINTA CAMPAÑAS DE EDUCACIÓN:  VISIÓN CERO: CARTAO COMO ESTRATEGIA DE SEGURIDAD VIAL EN EL MUNICIPIO DE CARTAGO;Presentación de oferta;06/27/2023;06/27/2023;;;;;06/27/2023;145,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);90;día(s);06/27/2023;;06/27/2023;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;2,148;1;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1654096;710427048;Valle del Cauca;Cali;06/28/2023;145,000,000;melissa estrada;FONPACIFICO;901039684;V1.81141601;Abierto;Otro;No Definido;V180111600, V180111620;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4644950;704,960,004;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.4765130;11-018-2023;704960004;CO1.BDOS.4659550;AUNAR ESFUERZOS ACTIVIDADES MARCO LIBERTAD RELIGIOSA;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE EL MUNICIPIO DE CARTAGO Y FONPACÍFICO, PARA LA ORGANIZACIÓN Y REALIZACIÓN DE ACTIVIDADES DE CONMEMORACIÓN DEL DÍA NACIONAL DE LA LIBERTAD RELIGIOSA, DE CULTOS Y DE CONCIENCIA, EN EL MARCO DE LA IMPLEMENTACIÓN DE LA POLÍTICA PÚBLICA DE LIBERTAD RELIGIOSA, DE CULTOS Y DE CONCIENCIA DEL MUNICIPIO DE CARTAGO;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;27,020,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);1;Mes(es);06/28/2023;;06/28/2023;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1656284;710427048;Valle del Cauca;Cali;06/28/2023;27,020,000;ROSA BIBIANA VELASQUEZ MUNAR;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4666279;704,960,004;Adjudicado
MUNICIPIO DE PRADERA;891380115;Valle del Cauca;Pradera;Territorial;Descentralizada;CO1.REQ.7346079;110-16-02-14;702580812;CO1.BDOS.7208981;CONVENIO INTERADMINISTRATIVO SUSCRITO ENTRE EL MUNICIPIO DE PRADERA - VALLE DEL CAUCA Y FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL-FONPACIFICO;"AUNAR
ESFUERZOS PARA EL MANTENIMIENTO DE ACUEDUCTOS VEREDALES DEL
MUNICIPIO DE PRADERA VALLE DEL CAUCA";Presentación de oferta;12/20/2024;12/20/2024;;;;;12/20/2024;89,999,982;Contratación directa;Urgencia manifiesta;11;día(s);;;;Pradera;GESTION CONTRACTUAL 2;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.72141119;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7229652;702,580,812;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.5448207;11-027-2023;704960004;CO1.BDOS.5329290;FOLIACIÓN Y ELABORACIÓN DEL INVENTARIO DE LOS PROCESOS DE CONTRATACIÓN VIGENCIA 2020-2023;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON EL FIN DE FORTALECER LOS PROCESOS DE GESTIÓN DOCUMENTAL Y ARCHIVÍSTICA DEL MUNICIPIO, A TRAVÉS DE LA FOLIACIÓN Y ELABORACIÓN DEL INVENTARIO DE LOS PROCESOS DE CONTRATACIÓN VIGENCIA 2020-2023, EN CUMPLIMIENTO DE LO ESTABLECIDO POR LA LEY 594 DE 2000 Y SUS REGLAMENTACIONES;Presentación de oferta;12/21/2023;12/21/2023;;;;;12/21/2023;105,971,051;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);12/21/2023;;12/21/2023;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;639;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1811781;710427048;Valle del Cauca;Cali;12/21/2023;105,971,051;ADAMILA DEL PILAR JARAMILLO RIOS;FONPACIFICO;901039684;V1.80101506;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5343909;704,960,004;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.3335595;11-012-2022;704960004;CO1.BDOS.3249163;CONVENIO OFERTA TURISTICA;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE EL MUNICIPIO DE CARTAGO Y FONPACIFICO, PRESTAR LOS SERVICIOS DE APOYO A LA GESTION PARA LA PROMOCION DE LA OFERTA TURISTICA DEL MUNICIPIO, EN EL MARCO DE LA QUINTA VERSION DE COLOMBIA TRAVEL EXPO MEDELLIN 2022, SOCIALIZACION Y DIVULGACION DE LA RUTA TURISTICA EN EL MUNICIPIO DE CARTAGO VALLE DEL CAUCA.;Presentación de oferta;9/07/2022;9/07/2022;;;;;9/07/2022;16,390,000;Contratación régimen especial (con ofertas);Regla aplicable;30;día(s);9/08/2022;9/08/2022;9/08/2022;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;0;0;4;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1413631;710427048;Valle del Cauca;Cali;9/08/2022;16,390,000;melissa estrada;FONPACIFICO;901039684;V1.80111600;Cerrado;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3252621;704,960,004;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.6944518;11-035-2024;704960004;CO1.BDOS.6814846;"APOYO Y ACOMPAÑAMIENTO EN LA ORGANIZACIÓN; FOLIACION Y DIGITALIZACION DE PROCESOS DE COBRO COACTIVO; ASI COMO SU DILIGECIAMIENTO EN LA ESTRUCTURA DEL FLUJO PROCESAL DEL MÓDULO DE COBRO COACTIVO DE SIS";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE EL MUNICIPIO DE CARTAGO Y FONPACIFICO, PARA EL APOYO Y ACOMPAÑAMIENTO EN LA ORGANIZACIÓN, FOLIACION Y DIGITALIZACION DE PROCESOS DE COBRO COACTIVO, ASI COMO SU DILIGECIAMIENTO EN LA ESTRUCTURA DEL FLUJO PROCESAL DEL MÓDULO DE COBRO COACTIVO DE SISCAR, EN EJECUCIÓN DEL PROYECTO: FORTALECIMIENTO Y MODERNIZACIÓN DE LAS FINANZAS Y LA GESTIÓN TRIBUTARIA DEL MUNICIPIO DE CARTAGO;Presentación de oferta;10/02/2024;10/02/2024;;;;;10/02/2024;232,075,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);90;día(s);;;10/02/2024;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2049126;710427048;Valle del Cauca;Cali;10/03/2024;232,075,000;Geraldine Peña Fuertes;FONPACIFICO;901039684;V1.44122000;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6825340;704,960,004;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.4755888;11-012-2023;704960004;CO1.BDOS.4650531;ACTUALIZACIÓN MIPG;AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS, ENTRE EL MUNICIPIO DE CARTAGO Y FONPACIFICO, PARA EL ACOMPAÑAMIENTO A LA SECRETARÍA DE HACIENDA Y GESTIÓN FINANCIERA EN LA ELABORACIÓN Y ACTUALIZACIÓN DE LOS PROCESOS Y PROCEDIMIENTOS DE ACUERDO CON LA METODOLOGÍA MIPG, EN EJECUCIÓN DEL PROYECTO FORTALECIMIENTO Y MODERNIZACIÓN DE LAS FINANZAS Y LA GESTIÓN TRIBUTARIA DEL MUNICIPIO DE CARTAGO;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;66,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);4;Mes(es);06/28/2023;;06/28/2023;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;152;1;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1655461;710427048;Valle del Cauca;Cali;06/28/2023;66,000,000;YECENIA CUESTA JIMENEZ;FONPACIFICO;901039684;V1.80101706;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4657636;704,960,004;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.4763620;CONVENIO-017-2023;704260173;CO1.BDOS.4657967;CONVENIO-017-2023;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL  FONPACÍFICO, PARA ADELANTAR LA ACTUALIZACIÓN DE MANERA INTEGRAL DEL INVENTARIO DE BIENES MUEBLES FASE 1 Y CARGUE DE DATOS A SISTEMAS DE INFORMACIÓN DEL MUNICIPIO, CUMPLIENDO LOS LINEAMIENTOS DE LA POLÍTICA CONTABLE DEL MUNICIPIO DE LA UNIÓN, VALLE DEL CAUCA;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;44,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);3;Mes(es);06/28/2023;;06/28/2023;La Unión;Departamento Administrativo Jurídico;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1656517;710427048;Valle del Cauca;Cali;06/28/2023;44,000,000;JUAN SEBASTIAN VALENCIA MEJIA;FONPACIFICO;901039684;V1.93151501;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4664662;704,260,173;Adjudicado
MUNICIPIO DE PRADERA;891380115;Valle del Cauca;Pradera;Territorial;Descentralizada;CO1.REQ.7344052;110-16-02-13;702580812;CO1.BDOS.7204979;PRESTACION DE SERVICIOS DE APOYO A LA GESTION;"AUNAR
ESFUERZOS PARA EL MANTENIMIENTO DE LOS SISTEMAS SEPTICOS DE
LOS CORREGIMIENTOS VALLECITO, BOLO ARTONAL , BOLIVAR, ARENILLO
, LA TUPIA, LA GRANJA, EL RECREO, SAN ISIDRO, EL NOGAL, EL RETIRO,
LA FRIA, EL LIBANO, POTRERITO, LOMITAS, LOS PINOS, LA FERIA DEL
MUNICIPIO DE PRADERA";Presentación de oferta;;;;;;;;195,000,000;Contratación directa;Servicios profesionales y apoyo a la gestión;12;día(s);;;;Pradera;GESTION CONTRACTUAL 2;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.76121701;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7227836;702,580,812;Adjudicado
GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;892400038;San Andrés, Providencia y Santa Catalina;San Andrés;Territorial;Descentralizada;CO1.REQ.6322085;CI-SJU-0009-2024;702318460;CO1.BDOS.6199237;"Aunar esfuerzos para el desarrollo de actividades tendientes a brindar herramientas y espacios para la población juvenil de San Andrés; Providencia y Santa Catalina que incidan en la disminución y man";Aunar esfuerzos para el desarrollo de actividades tendientes a brindar herramientas y espacios para la población juvenil de San Andrés, Providencia y Santa Catalina que incidan en la disminución y manejo asertivo de factores de riesgo asociados a la salud mental, y la construcción de estrategias preventivas para evitar comisión de delitos y la vinculación de los jovenes y organismos criminales;Presentación de oferta;05/30/2024;05/30/2024;;;;;05/30/2024;840,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);5;Mes(es);;;;San Andrés;Secretaría de la Juventud;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6207647;702,318,460;Adjudicado
MUNICIPIO DE ACEVEDO;891180069;Huila;Acevedo;Territorial;Centralizada;CO1.REQ.7281520;286-CNVI-2024;704924315;CO1.BDOS.7145766;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS ADMINISTRATIVOS, TECNICOS Y OPERATIVOS PARA ADECUAR LA PLANTA DE BENEFICIO ANIMAL DEL MUNICIPIO DE ACEVEDO, CON LAS MEDIDAS TECNICAS Y SANITARIAS CONTEMPLADAS EN LA NORMATIVIDAD VIGENTE PARA ESTOS ESTABLECIMIENTOS Y EN CUMPLIMIENTO DE LOS LINEAMIENTOS ESTABLECIDOS EN LA SENTENCIA NO. TAH 005-24-03-DE FECHA 19 DE MARZO DE 2024.;Presentación de oferta;12/05/2024;12/05/2024;;;;;12/05/2024;102,900,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);0;día(s);;;;Acevedo;SECRETARIA DE GOBIERNO, DESARROLLO SOCIAL Y TALENTO HUMANO;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.30191800;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7165972;704,924,315;Adjudicado
INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE;899999048;Distrito Capital de Bogotá;Distrito Capital;Nacional;Descentralizada;CO1.REQ.6694961;IPSE-202-2024;700566011;CO1.BDOS.6568685;CONVENIO INTERADMINISTRATIVO NO. IPSE-202-2024  SUSCRITO ENTRE EL INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE Y FONDO MIXTO DE ETNOCULTURA;AUNAR ESFUERZOS PARA BRINDAR ASISTENCIA TÉCNICA PARA EL FORTALECIMIENTO DE CAPACIDADES ORGANIZATIVAS DE LOS PRESTADORES Y CAPACITAR A 1.600 USUARIOS DE LAS COMUNIDADES DE LAS ZNI, EN TEMAS ASOCIADOS A LA PRESTACIÓN DEL SERVICIO, LA EFICIENCIA ENERGÉTICA Y EL USO RACIONAL DE LA ENERGÍA ELÉCTRICA, COMO FACTOR DE SOSTENIBILIDAD EN LA IMPLEMENTACIÓN DE PROYECTOS ENERGÉTICOS;Presentación de oferta;08/20/2024;08/20/2024;;;;;08/20/2024;2,999,983,746;Contratación directa;Contratos o convenios Interadministrativos (valor cero);130;día(s);;;;Bogotá;SUBDIRECCIÓN DE PLANIFICACION;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.86101700;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6579168;700,566,011;Adjudicado
CORPORACION AUTONOMA REGIONAL DEL TOLIMA;890704536;Tolima;Ibagué;Nacional;Centralizada;CO1.REQ.6624910;CORTOLIMA-C INTER- 0010-2024;702191560;CO1.BDOS.6498999;AUNAR ESFUERZOS TECNICOS Y FINANCIEROS PARA FORTALECER PRÁCTICAS DE GESTIÓN AMBIENTAL COMUNITARIA CON ENFOQUE DE GÉNERO QUE PERMITAN MINIMIZAR IMPACTOS Y RIESGOS GENERADOS POR ACTIVIDADES HUMANAS EN Á;AUNAR ESFUERZOS TECNICOS Y FINANCIEROS PARA FORTALECER PRÁCTICAS DE GESTIÓN AMBIENTAL COMUNITARIA CON ENFOQUE DE GÉNERO QUE PERMITAN MINIMIZAR IMPACTOS Y RIESGOS GENERADOS POR ACTIVIDADES HUMANAS EN ÁREAS ALEDAÑAS A LA CUENCA HIDROGRÁFICA DEL RÍO COMBEIMA EN EL MUNICIPIO DE IBAGUÉ.;Presentación de oferta;8/06/2024;8/06/2024;;;;;8/06/2024;800,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);5;Mes(es);;;;Ibagué;GESTION CONTRACTUAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93141500;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6510049;702,191,560;Adjudicado
MUNICIPIO DE PRADERA;891380115;Valle del Cauca;Pradera;Territorial;Descentralizada;CO1.REQ.7347274;110-16-02-16;702580812;CO1.BDOS.7210082;AUNAR ESFUERZOS PARA LAS ADECUACIONES LOCATIVAS DEL CENTRO VIDA DE BIENESTAR DEL ANCIANO DEL MUNICIPIO DE PRADERA VALLE;AUNAR ESFUERZOS PARA LAS ADECUACIONES LOCATIVAS DEL CENTRO VIDA DE BIENESTAR DEL ANCIANO DEL MUNICIPIO DE PRADERA VALLE;Presentación de oferta;12/20/2024;12/20/2024;;;;;12/20/2024;36,400,000;Contratación directa;Servicios profesionales y apoyo a la gestión;11;día(s);;;;Pradera;GESTION CONTRACTUAL 2;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.72101507;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7230394;702,580,812;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.7164430;12-356-2024;704960004;CO1.BDOS.7030418;CONSTRUCCIÓN DEL DOCUMENTO METODOLÓGICO QUE PERMITA LA CREACIÓN Y GESTIÓN DE UN OBSERVATORIO DE SALUD MENTAL EN EL MUNICIPIO DE CARTAGO;REALIZAR LA CONSTRUCCIÓN DEL DOCUMENTO METODOLÓGICO QUE PERMITA LA CREACIÓN Y GESTIÓN DE UN OBSERVATORIO DE SALUD MENTAL EN EL MUNICIPIO DE CARTAGO, VALLE DEL CAUCA, SEGÚN EL LINEAMIENTO TÉCNICO OPERATIVO PARA LA CONSTRUCCIÓN, GESTIÓN Y EVALUACIÓN DE LOS OBSERVATORIOS DE SALUD DEL MINISTERIO DE SALUD Y LA PROTECCIÓN SOCIAL.;Presentación de oferta;11/13/2024;11/13/2024;;;;;11/13/2024;47,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);46;día(s);;;11/13/2024;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2086412;710427048;Valle del Cauca;Cali;11/14/2024;47,000,000;Geraldine Peña Fuertes;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7042890;704,960,004;Adjudicado
GOBERNACION DEL CHOCÓ.;891680010;No Definido;No Definido;Territorial;Descentralizada;CO1.REQ.6851589;CD-CI-GDCHSIS-001 -2024;710188293;CO1.BDOS.6723273;CONVENIO INTERADMINISTRATIVO;AUNAR ESFUERZOS ENTRE EL DEPARTAMENTO DEL CHOCÓ Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL FONPACIFICO PARA IMPLEMENTAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE DURANTE 70 DIAS MEDIANTE EL SUMINISTRO DE RACION SERVIDA EN SITIO DE CONSUMO EN LA MODALIDAD DE COMPLEMENTO ALIMENTARIO EN LOS DIFERENTES ESTABLECIMIENTOS EDUCATIVOS DE CARÁCTER PUBLICO NO CERTIFICADOS DEL DEPARTAMENTO DEL CHOCÓ;Presentación de oferta;09/16/2024;09/16/2024;;;;;09/16/2024;27,051,301,006;Contratación directa;Contratos o convenios Interadministrativos (valor cero);70;día(s);;;;Quibdó;INTEGRACION SOCIAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.85151700;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6733776;710,188,293;Adjudicado
